order_id,lane,flow,lines,delay_hours,scan_miss,same_day_complete
W00574,Inbound-B,inbound,6,0.44,0,1
W00575,Outbound-North,outbound,3,1.46,0,0
W00576,Outbound-North,outbound,4,1.73,0,0
W00577,Outbound-North,outbound,4,1.04,0,0
W00578,Inbound-B,inbound,7,0.22,0,1
W00579,Outbound-North,outbound,4,1.94,0,0
W00580,Inbound-A,inbound,8,0,0,1
W00581,Outbound-North,outbound,3,0,0,1
W00582,Inbound-B,inbound,2,2.9,0,0
W00583,Outbound-North,outbound,8,1.32,0,0
W00584,Outbound-North,outbound,7,2.63,0,0
W00585,Outbound-North,outbound,3,2.06,0,0
W00586,Outbound-North,outbound,2,1.28,0,0
W00587,Inbound-A,inbound,8,1.11,0,0
W00588,Inbound-A,inbound,5,0.5,0,1
W00589,Inbound-B,inbound,2,0.51,0,1
W00590,Returns,return,3,0.79,0,1
W00591,Inbound-A,inbound,6,0,0,1
W00592,Outbound-South,outbound,2,2.69,0,0
W00593,Inbound-B,inbound,5,0,0,1
W00594,Inbound-B,inbound,4,0.49,0,1
W00595,Inbound-A,inbound,5,0,0,1
W00596,Outbound-South,outbound,2,3.44,0,0
W00597,Outbound-South,outbound,7,2.99,0,0
W00598,Inbound-A,inbound,1,1.81,0,0
W00599,Inbound-B,inbound,1,0.18,0,1
W00600,Inbound-A,inbound,8,1.0,0,0
W00601,Outbound-South,outbound,2,3.76,0,0
W00602,Outbound-South,outbound,8,3.78,0,0
W00603,Returns,return,2,0.0,0,1
W00604,Outbound-South,outbound,8,0.18,0,1
W00605,Inbound-B,inbound,4,0.79,0,1
W00606,Inbound-B,inbound,5,2.95,0,0
W00607,Outbound-South,outbound,1,6.04,0,0
W00608,Inbound-B,inbound,6,0,0,1
W00609,Returns,return,7,0.0,0,1
W00610,Inbound-A,inbound,8,1.96,0,0
W00611,Inbound-A,inbound,1,0,0,1
W00612,Inbound-A,inbound,5,2.42,0,0
W00613,Inbound-A,inbound,6,0,0,1
W00614,Inbound-B,inbound,8,2.84,0,0
W00615,Returns,return,2,0.45,0,1
W00616,Inbound-A,inbound,2,2.99,0,0
W00617,Outbound-South,outbound,7,1.63,0,0
W00618,Outbound-South,outbound,5,0.33,0,1
W00619,Outbound-South,outbound,4,0.03,0,1
W00620,Outbound-North,outbound,6,0.65,0,1
W00621,Outbound-South,outbound,3,0.55,0,1
W00622,Outbound-North,outbound,4,1.7,0,0
W00623,Outbound-South,outbound,2,2.99,0,0
W00624,Outbound-North,outbound,5,1.34,0,0
W00625,Outbound-South,outbound,1,5.16,1,0
W00626,Outbound-North,outbound,2,0,0,1
W00627,Inbound-B,inbound,3,1.31,0,0
W00628,Inbound-A,inbound,3,0.8,0,1
W00629,Returns,return,6,0.09,0,1
W00630,Inbound-B,inbound,8,2.04,0,0
W00631,Outbound-North,outbound,8,1.4,0,0
W00632,Outbound-South,outbound,2,4.25,0,0
W00633,Inbound-A,inbound,7,0,0,1
W00634,Inbound-A,inbound,6,0.45,0,1
W00635,Returns,return,7,0.19,0,1
W00636,Returns,return,7,0.18,0,1
W00637,Outbound-North,outbound,8,1.82,0,0
W00638,Inbound-B,inbound,1,1.79,0,0
W00639,Outbound-North,outbound,7,0.06,0,1
W00640,Outbound-South,outbound,3,2.82,0,0
W00641,Inbound-B,inbound,3,0.2,0,1
W00642,Outbound-North,outbound,1,2.19,0,0
W00643,Inbound-A,inbound,1,0,0,1
W00644,Inbound-B,inbound,7,0.2,0,1
W00645,Outbound-South,outbound,1,2.08,1,0
W00646,Inbound-A,inbound,7,0,0,1
W00647,Inbound-B,inbound,2,3.35,0,0
W00648,Outbound-South,outbound,3,4.3,0,0
W00649,Inbound-A,inbound,4,0.44,0,1
W00650,Inbound-A,inbound,1,4.76,0,0
W00651,Outbound-North,outbound,5,1.13,0,0
W00652,Returns,return,5,0.0,0,1
W00653,Outbound-South,outbound,6,1.66,0,0
W00654,Outbound-North,outbound,7,0.06,0,1
W00655,Outbound-South,outbound,5,3.71,0,0
W00656,Inbound-A,inbound,4,0.63,0,1
W00657,Outbound-North,outbound,1,1.5,0,0
W00658,Inbound-B,inbound,5,0.95,0,1
W00659,Outbound-North,outbound,8,1.51,0,0
W00660,Outbound-South,outbound,7,2.48,0,0
W00661,Outbound-North,outbound,1,0.65,0,1
W00662,Outbound-North,outbound,1,1.08,0,0
W00663,Inbound-B,inbound,4,0.19,0,1
W00664,Outbound-North,outbound,2,1.31,0,0
W00665,Outbound-South,outbound,7,1.74,0,0
W00666,Inbound-A,inbound,2,0,0,1
W00667,Outbound-South,outbound,3,2.56,0,0
W00668,Inbound-A,inbound,5,0,0,1
W00669,Inbound-B,inbound,4,0.35,0,1
W00670,Inbound-A,inbound,7,0.65,0,1
W00671,Inbound-B,inbound,7,0.56,0,1
W00672,Inbound-A,inbound,7,2.11,0,0
W00673,Inbound-A,inbound,8,1.04,0,0
W00674,Outbound-North,outbound,7,0.58,0,1
W00675,Outbound-South,outbound,5,0.0,0,1
W00676,Inbound-A,inbound,4,0.02,0,1
W00677,Inbound-B,inbound,4,1.16,0,0
W00678,Returns,return,1,4.02,0,0
W00679,Outbound-North,outbound,6,2.19,0,0
W00680,Outbound-North,outbound,1,2.33,0,0
W00681,Outbound-South,outbound,8,0.0,0,1
W00682,Outbound-South,outbound,8,0.51,0,1
W00683,Outbound-North,outbound,3,3.06,0,0
W00684,Outbound-South,outbound,6,4.17,0,0
W00685,Outbound-North,outbound,2,1.99,0,0
W00686,Outbound-South,outbound,2,1.76,0,0
W00687,Inbound-B,inbound,3,0,0,1
W00688,Outbound-North,outbound,1,0.34,0,1
W00689,Inbound-B,inbound,2,1.01,1,0
W00690,Inbound-B,inbound,4,0,0,1
W00691,Inbound-B,inbound,3,0.73,0,1
W00692,Inbound-A,inbound,4,0.37,0,1
W00693,Outbound-South,outbound,6,3.4,0,0
W00694,Inbound-A,inbound,1,1.34,0,0
W00695,Inbound-B,inbound,8,1.37,0,0
W00696,Outbound-South,outbound,1,1.32,0,0
W00697,Inbound-A,inbound,3,1.19,0,0
W00698,Outbound-North,outbound,1,1.27,0,0
W00699,Outbound-North,outbound,4,0,0,1
W00700,Outbound-South,outbound,1,5.38,0,0
W00701,Inbound-A,inbound,2,1.11,0,0
W00702,Outbound-North,outbound,4,0,0,1
W00703,Outbound-North,outbound,3,1.0,0,0
W00704,Outbound-South,outbound,7,1.53,0,0
W00705,Inbound-B,inbound,3,0,0,1
W00706,Inbound-B,inbound,7,0,0,1
W00707,Inbound-B,inbound,5,1.57,0,0
W00708,Returns,return,2,2.29,0,0
W00709,Inbound-A,inbound,8,0.59,0,1
W00710,Inbound-B,inbound,8,2.34,0,0
W00711,Outbound-North,outbound,8,0.95,0,1
W00712,Outbound-South,outbound,5,3.07,0,0
W00713,Outbound-South,outbound,1,1.67,0,0
W00714,Inbound-B,inbound,4,0,0,1
W00715,Outbound-North,outbound,4,1.72,0,0
W00716,Inbound-A,inbound,1,1.28,0,0
W00717,Outbound-North,outbound,4,0.07,0,1
W00718,Inbound-B,inbound,1,1.09,0,0
W00719,Inbound-A,inbound,4,0.55,0,1
W00720,Inbound-A,inbound,6,0,0,1
W00721,Outbound-South,outbound,3,2.17,0,0
W00722,Inbound-A,inbound,8,0,0,1
W00723,Inbound-A,inbound,6,0.46,0,1
W00724,Outbound-North,outbound,8,0.45,0,1
W00725,Outbound-South,outbound,5,0.78,0,1
W00726,Inbound-A,inbound,1,1.2,0,0
W00727,Outbound-North,outbound,8,0,0,1
W00728,Outbound-South,outbound,7,3.0,0,0
W00729,Inbound-A,inbound,7,0.17,0,1
W00730,Outbound-North,outbound,3,1.14,0,0
W00731,Inbound-A,inbound,6,1.43,0,0
W00732,Inbound-B,inbound,8,0,0,1
W00733,Outbound-North,outbound,4,1.22,0,0
W00734,Inbound-B,inbound,8,0,0,1
W00735,Inbound-A,inbound,5,1.11,0,0
W00736,Outbound-South,outbound,8,0.0,0,1
W00737,Outbound-North,outbound,6,1.24,0,0
W00738,Outbound-South,outbound,1,5.13,0,0
W00739,Outbound-South,outbound,1,2.86,0,0
W00740,Inbound-B,inbound,5,0,0,1
W00741,Inbound-B,inbound,2,1.04,0,0
W00742,Outbound-North,outbound,6,1.51,0,0
W00743,Outbound-South,outbound,1,1.7,0,0
W00744,Inbound-A,inbound,3,1.34,0,0
W00745,Inbound-B,inbound,2,0.98,0,1
W00746,Inbound-A,inbound,5,0,0,1
W00747,Returns,return,4,0.0,0,1
W00748,Inbound-A,inbound,4,1.64,0,0
W00749,Returns,return,2,3.91,0,0
W00750,Outbound-North,outbound,2,1.33,0,0
W00751,Inbound-B,inbound,5,2.72,0,0
W00752,Inbound-B,inbound,3,0.77,0,1
W00753,Outbound-South,outbound,2,2.65,0,0
W00754,Inbound-A,inbound,2,1.43,0,0
W00755,Outbound-North,outbound,8,2.34,0,0
W00756,Returns,return,3,1.95,0,0
W00757,Inbound-A,inbound,5,2.06,0,0
W00758,Outbound-North,outbound,3,1.67,0,0
W00759,Outbound-South,outbound,1,1.72,0,0
W00760,Outbound-South,outbound,1,3.96,0,0
W00761,Outbound-North,outbound,3,1.82,0,0
W00762,Outbound-North,outbound,3,3.75,0,0
W00763,Inbound-B,inbound,3,0,0,1
W00764,Inbound-B,inbound,5,1.52,0,0
W00765,Outbound-North,outbound,2,1.71,0,0
W00766,Outbound-South,outbound,4,2.83,0,0
W00767,Outbound-North,outbound,7,0,1,1
W00768,Returns,return,6,2.97,0,0
W00769,Returns,return,5,2.23,0,0
W00770,Outbound-South,outbound,3,0.49,0,1
W00771,Inbound-B,inbound,6,3.41,0,0
W00772,Outbound-South,outbound,2,0.0,0,1
W00773,Outbound-North,outbound,8,2.66,0,0
W00774,Inbound-A,inbound,8,1.54,0,0
W00775,Outbound-South,outbound,4,0.42,0,1
W00776,Outbound-North,outbound,4,0,0,1
W00777,Inbound-A,inbound,2,0.45,0,1
W00778,Outbound-South,outbound,6,1.48,0,0
W00779,Outbound-South,outbound,4,1.52,0,0
W00780,Returns,return,6,0.0,0,1
W00781,Outbound-North,outbound,1,1.78,0,0
W00782,Outbound-North,outbound,5,1.39,0,0
W00783,Outbound-South,outbound,1,4.14,0,0
W00784,Outbound-South,outbound,6,3.5,0,0
W00785,Outbound-South,outbound,6,1.92,0,0
W00786,Inbound-B,inbound,4,0.24,0,1
W00787,Outbound-South,outbound,6,4.27,0,0
W00788,Inbound-B,inbound,7,0,0,1
W00789,Outbound-North,outbound,4,1.12,0,0
W00790,Inbound-B,inbound,7,1.02,0,0
W00791,Inbound-A,inbound,6,1.27,0,0
W00792,Outbound-South,outbound,5,2.02,0,0
W00793,Outbound-North,outbound,2,0.76,0,1
W00794,Inbound-A,inbound,7,0,0,1
W00795,Outbound-North,outbound,1,1.13,0,0
W00796,Inbound-A,inbound,2,2.82,0,0
W00797,Outbound-South,outbound,5,4.35,0,0
W00798,Returns,return,4,1.71,0,0
W00799,Inbound-A,inbound,3,0.39,0,1
W00800,Inbound-A,inbound,2,1.53,0,0
W00801,Outbound-South,outbound,1,0.24,0,1
W00802,Outbound-North,outbound,7,2.77,0,0
W00803,Outbound-North,outbound,8,1.06,0,0
W00804,Outbound-South,outbound,7,0.0,0,1
W00805,Outbound-North,outbound,8,1.63,0,0
W00806,Outbound-North,outbound,2,1.17,0,0
W00807,Outbound-South,outbound,7,1.96,0,0
W00808,Outbound-North,outbound,1,2.16,0,0
W00809,Inbound-B,inbound,1,1.97,0,0
W00810,Outbound-South,outbound,1,3.03,0,0
W00811,Inbound-A,inbound,5,1.16,0,0
W00812,Inbound-B,inbound,6,1.82,0,0
W00813,Outbound-North,outbound,7,3.5,0,0
W00814,Inbound-A,inbound,5,1.79,1,0
W00815,Inbound-A,inbound,8,0.66,0,1
W00816,Outbound-North,outbound,7,0,1,1
W00817,Outbound-South,outbound,5,0.29,0,1
W00818,Outbound-South,outbound,1,1.59,0,0
W00819,Outbound-South,outbound,2,5.09,0,0
W00820,Inbound-B,inbound,2,1.44,0,0
W00821,Outbound-North,outbound,6,3.06,0,0
W00822,Inbound-B,inbound,5,1.54,0,0
W00823,Inbound-B,inbound,1,0.45,0,1
W00824,Outbound-South,outbound,5,1.79,0,0
W00825,Inbound-B,inbound,7,1.58,0,0
W00826,Inbound-B,inbound,8,1.19,0,0
W00827,Outbound-North,outbound,6,1.25,0,0
W00828,Outbound-North,outbound,7,1.88,0,0
W00829,Outbound-South,outbound,2,5.26,0,0
W00830,Outbound-South,outbound,3,4.23,0,0
W00831,Outbound-North,outbound,7,0.2,0,1
W00832,Outbound-North,outbound,2,1.79,0,0
W00833,Outbound-South,outbound,6,2.31,0,0
W00834,Outbound-South,outbound,2,4.31,0,0
W00835,Outbound-South,outbound,5,1.66,0,0
W00836,Outbound-North,outbound,3,0.52,0,1
W00837,Outbound-North,outbound,4,3.24,0,0
W00838,Outbound-North,outbound,8,1.69,0,0
W00839,Outbound-South,outbound,5,0.38,0,1
W00840,Outbound-South,outbound,2,0.0,0,1
W00841,Inbound-A,inbound,2,0.04,0,1
W00842,Inbound-A,inbound,5,1.01,0,0
W00843,Returns,return,1,0.0,0,1
W00844,Inbound-B,inbound,4,0.19,0,1
W00845,Inbound-A,inbound,1,0.44,0,1
W00846,Inbound-A,inbound,8,0.49,0,1
W00847,Inbound-B,inbound,1,3.13,0,0
W00848,Outbound-North,outbound,5,0.96,0,1
W00849,Outbound-South,outbound,6,2.16,0,0
W00850,Inbound-A,inbound,3,0.01,0,1
W00851,Outbound-South,outbound,2,1.75,0,0
W00852,Inbound-A,inbound,1,0,0,1
W00853,Outbound-North,outbound,7,3.82,0,0
W00854,Inbound-B,inbound,3,3.66,0,0
W00855,Inbound-B,inbound,4,0.09,0,1
W00856,Inbound-B,inbound,7,1.83,0,0
W00857,Outbound-North,outbound,8,0.11,0,1
W00858,Outbound-North,outbound,6,1.97,0,0
W00859,Inbound-A,inbound,1,0.56,0,1
W00860,Inbound-B,inbound,3,2.42,0,0
W00861,Inbound-B,inbound,6,0.83,0,1
W00862,Inbound-A,inbound,4,1.74,0,0
W00863,Inbound-B,inbound,8,0.16,0,1
W00864,Inbound-A,inbound,8,2.43,0,0
W00865,Outbound-North,outbound,1,0.83,0,1
W00866,Outbound-South,outbound,5,2.99,0,0
W00867,Inbound-A,inbound,5,2.19,0,0
W00868,Outbound-North,outbound,2,3.31,0,0
W00869,Outbound-South,outbound,4,2.03,0,0
W00870,Inbound-B,inbound,4,0,0,1
W00871,Outbound-South,outbound,5,1.17,0,0
W00872,Outbound-South,outbound,1,0.0,0,1
W00873,Outbound-South,outbound,8,4.65,0,0
W00874,Outbound-North,outbound,5,2.43,0,0
W00875,Inbound-B,inbound,8,0.36,0,1
W00876,Outbound-North,outbound,7,2.18,0,0
W00877,Outbound-South,outbound,4,3.64,0,0
W00878,Outbound-North,outbound,5,0,0,1
W00879,Inbound-B,inbound,2,0.9,0,1
W00880,Outbound-South,outbound,5,2.68,0,0
W00881,Inbound-A,inbound,6,0.07,0,1
W00882,Returns,return,6,1.74,0,0
W00883,Outbound-North,outbound,1,2.26,0,0
W00884,Returns,return,6,2.78,0,0
W00885,Returns,return,6,0.08,0,1
W00886,Outbound-South,outbound,5,1.16,0,0
W00887,Inbound-A,inbound,2,1.46,0,0
W00888,Outbound-North,outbound,3,0.68,0,1
W00889,Inbound-A,inbound,4,0.9,0,1
W00890,Inbound-A,inbound,1,1.4,0,0
W00891,Returns,return,7,2.58,0,0
W00892,Outbound-North,outbound,6,0,0,1
W00893,Inbound-A,inbound,7,1.17,0,0
W00894,Outbound-South,outbound,8,0.0,0,1
W00895,Outbound-South,outbound,6,4.46,0,0
W00896,Inbound-A,inbound,8,0.62,0,1
W00897,Returns,return,1,0.0,0,1
W00898,Outbound-North,outbound,4,0.86,0,1
W00899,Outbound-South,outbound,5,3.93,0,0
W00900,Inbound-B,inbound,8,2.0,0,0
W00901,Inbound-B,inbound,5,0,0,1
W00902,Outbound-South,outbound,6,1.18,0,0
W00903,Outbound-South,outbound,2,0.0,0,1
W00904,Inbound-A,inbound,7,0,0,1
W00905,Inbound-A,inbound,1,0,0,1
W00906,Outbound-North,outbound,4,0,0,1
W00907,Returns,return,1,1.47,0,0
W00908,Inbound-A,inbound,7,2.93,0,0
W00909,Outbound-South,outbound,4,6.01,0,0
W00910,Outbound-South,outbound,2,1.03,0,0
W00911,Outbound-North,outbound,3,1.07,0,0
W00912,Inbound-A,inbound,2,0,0,1
W00913,Inbound-B,inbound,8,1.29,0,0
W00914,Outbound-South,outbound,2,2.67,0,0
W00915,Inbound-B,inbound,6,0.99,0,1
W00916,Inbound-B,inbound,3,0,0,1
W00917,Returns,return,6,2.31,1,0
W00918,Outbound-North,outbound,3,1.48,0,0
W00919,Inbound-A,inbound,7,1.6,1,0
W00920,Outbound-North,outbound,3,1.34,0,0
W00921,Inbound-A,inbound,7,1.38,0,0
W00922,Outbound-South,outbound,7,2.98,0,0
W00923,Inbound-B,inbound,1,0,0,1
W00924,Inbound-A,inbound,6,3.57,0,0
W00925,Outbound-South,outbound,5,1.23,0,0
W00926,Outbound-North,outbound,4,1.92,0,0
W00927,Inbound-B,inbound,2,0,0,1
W00928,Inbound-A,inbound,8,1.44,0,0
W00929,Inbound-B,inbound,6,0.43,0,1
W00930,Inbound-A,inbound,7,1.22,0,0
W00931,Returns,return,4,0.0,0,1
W00932,Inbound-B,inbound,3,2.21,1,0
W00933,Outbound-North,outbound,8,1.72,0,0
W00934,Outbound-North,outbound,2,1.53,0,0
W00935,Outbound-South,outbound,2,3.87,0,0
W00936,Inbound-B,inbound,6,1.71,0,0
W00937,Inbound-B,inbound,8,1.59,0,0
W00938,Outbound-North,outbound,3,1.84,0,0
W00939,Inbound-B,inbound,7,2.73,0,0
W00940,Outbound-South,outbound,5,0.15,0,1
W00941,Inbound-A,inbound,5,0.9,0,1
W00942,Inbound-B,inbound,7,0,0,1
W00943,Inbound-B,inbound,7,0.79,0,1
W00944,Outbound-South,outbound,5,1.58,0,0
W00945,Outbound-North,outbound,6,0.04,0,1
W00946,Returns,return,5,2.02,0,0
W00947,Inbound-A,inbound,4,1.93,0,0
W00948,Outbound-North,outbound,4,2.58,0,0
W00949,Outbound-North,outbound,3,2.79,0,0
W00950,Outbound-South,outbound,1,4.73,0,0
W00951,Outbound-North,outbound,3,0.59,0,1
W00952,Inbound-A,inbound,6,0.33,0,1
W00953,Inbound-B,inbound,8,1.57,0,0
W00954,Inbound-A,inbound,3,0.82,0,1
W00955,Inbound-B,inbound,7,3.05,0,0
W00956,Inbound-B,inbound,4,1.48,0,0
W00957,Outbound-South,outbound,7,2.98,0,0
W00958,Outbound-North,outbound,8,0,0,1
W00959,Returns,return,1,2.06,0,0
W00960,Outbound-North,outbound,8,1.18,0,0
W00961,Outbound-South,outbound,3,2.25,0,0
W00962,Inbound-A,inbound,7,0,0,1
W00963,Outbound-North,outbound,1,2.04,0,0
W00964,Outbound-North,outbound,8,1.46,0,0
W00965,Returns,return,3,0.2,0,1
W00966,Inbound-B,inbound,8,0.39,0,1
W00967,Outbound-North,outbound,2,1.59,0,0
W00968,Outbound-North,outbound,8,1.73,1,0
W00969,Outbound-South,outbound,2,2.99,0,0
W00970,Outbound-South,outbound,2,1.15,0,0
W00971,Inbound-B,inbound,8,1.5,0,0
W00972,Inbound-A,inbound,6,1.97,0,0
W00973,Outbound-South,outbound,7,4.71,0,0
W00974,Inbound-A,inbound,2,1.59,0,0
W00975,Inbound-B,inbound,1,0,0,1
W00976,Outbound-North,outbound,5,1.23,0,0
W00977,Outbound-North,outbound,3,1.67,0,0
W00978,Outbound-North,outbound,2,1.62,0,0
W00979,Outbound-South,outbound,1,1.85,0,0
W00980,Outbound-North,outbound,2,0.25,0,1
W00981,Outbound-South,outbound,5,1.45,0,0
W00982,Outbound-North,outbound,5,2.93,0,0
W00983,Outbound-South,outbound,4,3.33,0,0
W00984,Inbound-B,inbound,7,0.15,0,1
W00985,Outbound-South,outbound,3,2.77,0,0
W00986,Inbound-A,inbound,5,1.08,0,0
W00987,Inbound-B,inbound,8,1.41,0,0
W00988,Outbound-North,outbound,2,3.69,0,0
W00989,Outbound-North,outbound,7,0,0,1
W00990,Inbound-B,inbound,6,1.17,0,0
W00991,Inbound-B,inbound,5,0.99,0,1
W00992,Inbound-B,inbound,3,0.57,0,1
W00993,Returns,return,7,1.48,0,0
W00994,Outbound-South,outbound,6,2.83,0,0
W00995,Outbound-North,outbound,3,0.3,0,1
W00996,Outbound-South,outbound,6,2.15,0,0
W00997,Inbound-A,inbound,7,0,0,1
W00998,Outbound-North,outbound,1,2.2,0,0
W00999,Outbound-North,outbound,3,1.37,0,0
W01000,Returns,return,6,2.16,0,0
W01001,Outbound-North,outbound,8,3.02,0,0
W01002,Inbound-B,inbound,1,2.91,0,0
W01003,Outbound-South,outbound,1,2.76,0,0
W01004,Inbound-B,inbound,7,1.07,0,0
W01005,Outbound-North,outbound,2,1.27,0,0
W01006,Inbound-A,inbound,5,0,0,1
W01007,Inbound-A,inbound,1,0,0,1
W01008,Outbound-South,outbound,6,3.93,0,0
W01009,Outbound-North,outbound,3,1.09,0,0
W01010,Outbound-South,outbound,5,3.56,0,0
W01011,Inbound-A,inbound,5,0,0,1
W01012,Inbound-A,inbound,1,1.05,0,0
W01013,Outbound-South,outbound,3,5.16,0,0
W01014,Inbound-B,inbound,3,1.04,0,0
W01015,Inbound-A,inbound,6,0.75,0,1
W01016,Inbound-A,inbound,8,0.87,0,1
W01017,Inbound-B,inbound,6,1.24,0,0
W01018,Outbound-North,outbound,7,1.68,0,0
W01019,Outbound-North,outbound,3,1.46,0,0
W01020,Inbound-A,inbound,3,1.37,0,0
W01021,Outbound-North,outbound,2,0.44,0,1
W01022,Outbound-North,outbound,7,0,0,1
W01023,Inbound-A,inbound,6,0.39,0,1
W01024,Inbound-A,inbound,7,1.26,0,0
W01025,Inbound-B,inbound,3,0.38,0,1
W01026,Inbound-B,inbound,7,2.51,0,0
W01027,Outbound-South,outbound,7,2.17,0,0
W01028,Outbound-North,outbound,1,1.13,0,0
W01029,Outbound-South,outbound,4,3.05,0,0
W01030,Inbound-A,inbound,4,0.99,0,1
W01031,Outbound-South,outbound,8,3.41,0,0
W01032,Outbound-North,outbound,5,0.2,0,1
W01033,Outbound-North,outbound,2,2.08,0,0
W01034,Outbound-South,outbound,3,0.0,0,1
W01035,Returns,return,2,0.0,0,1
W01036,Outbound-North,outbound,4,0.7,0,1
W01037,Returns,return,6,0.0,0,1
W01038,Returns,return,7,0.0,0,1
W01039,Outbound-North,outbound,4,2.88,0,0
W01040,Inbound-A,inbound,6,3.15,0,0
W01041,Outbound-North,outbound,2,2.65,0,0
W01042,Returns,return,5,0.19,0,1
W01043,Outbound-North,outbound,7,2.34,0,0
W01044,Returns,return,3,0.63,0,1
W01045,Inbound-B,inbound,8,1.04,0,0
W01046,Outbound-North,outbound,5,2.76,0,0
W01047,Inbound-A,inbound,7,0,0,1
W01048,Outbound-North,outbound,4,1.52,1,0
W01049,Outbound-North,outbound,1,1.75,0,0
W01050,Outbound-North,outbound,2,2.21,1,0
W01051,Outbound-South,outbound,2,2.75,0,0
W01052,Returns,return,7,3.56,0,0
W01053,Inbound-A,inbound,6,0,0,1
W01054,Inbound-B,inbound,7,1.17,1,0
W01055,Outbound-South,outbound,5,1.81,0,0
W01056,Inbound-A,inbound,3,0,0,1
W01057,Inbound-A,inbound,5,0.71,0,1
W01058,Outbound-North,outbound,5,0.96,0,1
W01059,Inbound-A,inbound,1,1.09,0,0
W01060,Inbound-B,inbound,8,1.66,0,0
W01061,Outbound-North,outbound,7,0,0,1
W01062,Outbound-South,outbound,4,0.45,0,1
W01063,Inbound-B,inbound,8,1.65,0,0
W01064,Inbound-A,inbound,1,1.7,0,0
W01065,Outbound-North,outbound,4,3.44,0,0
W01066,Outbound-North,outbound,8,0,0,1
W01067,Outbound-North,outbound,3,1.26,1,0
W01068,Inbound-A,inbound,1,0,0,1
W01069,Outbound-South,outbound,2,3.25,0,0
W01070,Outbound-North,outbound,6,0.93,0,1
W01071,Outbound-North,outbound,5,0.85,0,1
W01072,Inbound-A,inbound,8,2.43,0,0
W01073,Outbound-North,outbound,3,1.99,0,0
W01074,Inbound-B,inbound,7,0.41,0,1
W01075,Outbound-South,outbound,5,2.04,0,0
W01076,Outbound-South,outbound,2,2.31,0,0
W01077,Outbound-North,outbound,6,0.68,0,1
W01078,Outbound-North,outbound,3,0,0,1
W01079,Outbound-South,outbound,1,0.0,0,1
W01080,Outbound-South,outbound,1,2.26,1,0
W01081,Inbound-B,inbound,4,0.09,0,1
W01082,Inbound-B,inbound,4,2.41,0,0
W01083,Inbound-B,inbound,2,0.18,1,1
W01084,Outbound-South,outbound,3,0.0,0,1
W01085,Inbound-A,inbound,8,2.06,0,0
W01086,Outbound-North,outbound,7,0,0,1
W01087,Outbound-North,outbound,8,0.84,0,1
W01088,Inbound-A,inbound,8,0.26,0,1
W01089,Inbound-B,inbound,4,0.48,0,1
W01090,Returns,return,4,0.25,0,1
W01091,Outbound-South,outbound,8,4.74,0,0
W01092,Inbound-A,inbound,2,3.68,0,0
W01093,Outbound-North,outbound,5,0.02,0,1
W01094,Inbound-A,inbound,1,1.49,0,0
W01095,Inbound-A,inbound,7,1.91,0,0
W01096,Outbound-South,outbound,2,0.0,0,1
W01097,Inbound-A,inbound,5,1.18,0,0
W01098,Outbound-North,outbound,5,3.12,0,0
W01099,Inbound-A,inbound,8,1.62,0,0
W01100,Inbound-B,inbound,3,2.86,0,0
W01101,Outbound-South,outbound,3,3.26,0,0
W01102,Outbound-North,outbound,6,2.84,0,0
W01103,Outbound-North,outbound,5,2.25,0,0
W01104,Outbound-South,outbound,8,2.04,0,0
W01105,Inbound-B,inbound,6,0,0,1
W01106,Inbound-A,inbound,3,0,0,1
W01107,Inbound-A,inbound,6,1.3,0,0
W01108,Outbound-North,outbound,8,0.07,0,1
W01109,Outbound-South,outbound,5,2.19,0,0
W01110,Outbound-South,outbound,1,3.2,0,0
W01111,Outbound-North,outbound,8,0,0,1
W01112,Inbound-A,inbound,8,0.49,0,1
W01113,Outbound-North,outbound,8,1.01,0,0
W01114,Returns,return,3,0.0,0,1
W01115,Inbound-B,inbound,2,0.77,0,1
W01116,Outbound-South,outbound,5,5.48,0,0
W01117,Outbound-South,outbound,3,4.79,0,0
W01118,Inbound-B,inbound,4,0,0,1
W01119,Outbound-North,outbound,4,1.35,0,0
W01120,Inbound-A,inbound,5,0.54,0,1
W01121,Inbound-A,inbound,5,0.43,0,1
W01122,Inbound-B,inbound,3,1.16,0,0
W01123,Inbound-A,inbound,6,0.4,0,1
W01124,Outbound-North,outbound,5,0.75,0,1
W01125,Inbound-A,inbound,8,1.72,0,0
W01126,Outbound-South,outbound,2,0.0,0,1
W01127,Outbound-South,outbound,1,2.23,0,0
W01128,Returns,return,7,3.36,0,0
W01129,Inbound-A,inbound,3,1.86,0,0
W01130,Inbound-A,inbound,7,0.33,0,1
W01131,Outbound-North,outbound,3,1.26,0,0
W01132,Inbound-B,inbound,3,1.47,0,0
W01133,Inbound-B,inbound,1,1.96,0,0
W01134,Outbound-South,outbound,7,1.24,0,0
W01135,Outbound-North,outbound,3,0.11,0,1
W01136,Outbound-South,outbound,1,4.23,0,0
W01137,Outbound-North,outbound,7,0,0,1
W01138,Inbound-A,inbound,8,1.58,0,0
W01139,Outbound-North,outbound,6,0.12,0,1
W01140,Outbound-North,outbound,7,0.5,0,1
W01141,Inbound-B,inbound,6,2.72,0,0
W01142,Inbound-A,inbound,2,0.77,0,1
W01143,Inbound-A,inbound,7,3.79,0,0
W01144,Inbound-A,inbound,2,0.76,0,1
W01145,Outbound-South,outbound,4,6.35,1,0
